,GP,sent_to_AS,career-years,avg-all-star
darviyu01,1.0,3.0,4.47945205479452,0.6697247706422019
daultda01,3.0,3.0,14.01917808219178,0.21399257377369552
davalvi01,1.0,1.0,17.506849315068493,0.05712050078247261
davenji01,1.0,2.0,12.197260273972603,0.16397124887690925
davisal01,1.0,1.0,8.210958904109589,0.12178845512178846
davisch01,3.0,3.0,18.493150684931507,0.1622222222222222
davisch02,1.0,1.0,8.273972602739725,0.12086092715231789
daviscu01,1.0,2.0,12.027397260273972,0.1662870159453303
daviser01,2.0,2.0,17.397260273972602,0.11496062992125984
davisgl01,2.0,2.0,8.726027397260275,0.2291993720565149
davisjo02,2.0,2.0,9.065753424657535,0.22061045633121787
davisma01,2.0,2.0,17.054794520547944,0.11726907630522089
davisro02,1.0,1.0,10.164383561643836,0.09838274932614555
davisto02,3.0,3.0,17.041095890410958,0.17604501607717044
daviswa01,1.0,2.0,7.076712328767123,0.28261711188540456
daviswi02,2.0,2.0,19.07123287671233,0.10486998994397356
dawlebi01,1.0,1.0,6.2246575342465755,0.16065140845070422
dawsoan01,8.0,8.0,20.063013698630137,0.3987436842823979
deandi01,4.0,4.0,17.01095890410959,0.23514253502979546
decindo01,1.0,1.0,14.076712328767123,0.07103931490852472
degroja01,1.0,1.0,2.3013698630136985,0.43452380952380953
delabst01,1.0,1.0,4.695890410958904,0.21295215869311554
delgaca01,2.0,2.0,15.616438356164384,0.1280701754385965
demaejo01,0.0,1.0,10.449315068493151,0.09570005243838489
demarfr02,2.0,2.0,11.901369863013699,0.1680478821362799
dempsry01,1.0,2.0,15.364383561643836,0.13017118402282454
dentbu01,3.0,3.0,11.287671232876713,0.2657766990291262
derripa01,4.0,6.0,14.46027397260274,0.41492989768851835
desmoia01,1.0,2.0,7.063013698630137,0.2831652443754849
diazal02,1.0,1.0,0.4931506849315068,2.0277777777777777
diazbo01,2.0,2.0,11.846575342465753,0.16882516188714153
dibblro01,2.0,2.0,7.257534246575342,0.27557568893922235
dickebi01,8.0,11.0,18.076712328767123,0.6085177326462564
dickera01,1.0,1.0,15.427397260273972,0.06481974782454271
dicksja01,0.0,1.0,3.7315068493150685,0.26798825256975034
dicksmu01,1.0,1.0,19.96986301369863,0.05007545616682672
dierkla01,1.0,2.0,13.032876712328767,0.15345806180365779
dietzdi01,1.0,1.0,7.2904109589041095,0.1371664787673807
dillibo01,1.0,1.0,5.454794520547945,0.1833249623304872
dimagdo01,6.0,7.0,13.07123287671233,0.5355271431565709
dimagjo01,11.0,13.0,15.419178082191781,0.8431058990760483
dimagvi01,2.0,2.0,9.136986301369863,0.21889055472263869
disarga01,1.0,1.0,10.63013698630137,0.09407216494845361
dobsojo01,0.0,1.0,15.021917808219179,0.06656939631588546
dobsopa01,0.0,1.0,10.312328767123288,0.096971307120085
dobyla01,6.0,7.0,12.065753424657535,0.5801544050862851
doerrbo01,8.0,9.0,14.391780821917807,0.6253569388920617
donaljo02,3.0,3.0,6.4301369863013695,0.46655304644226675
donnebr01,1.0,1.0,8.293150684931506,0.12058143376280146
donovdi01,2.0,5.0,15.145205479452056,0.3301374819102749
doolise01,1.0,1.0,4.326027397260274,0.23115896136795439
dotsori01,1.0,1.0,10.758904109589041,0.09294626941685766
downial01,1.0,1.0,15.994520547945205,0.06252141144227476
downibr01,1.0,1.0,19.35890410958904,0.05165581658647042
doziebr01,1.0,1.0,4.405479452054794,0.2269900497512438
drabedo01,1.0,1.0,12.331506849315069,0.08109309042435014
draveda01,1.0,1.0,7.1726027397260275,0.13941940412528647
drewjd01,1.0,1.0,13.063013698630137,0.0765520134228188
dropowa01,1.0,1.0,12.084931506849315,0.08274767626388574
drysddo01,8.0,9.0,13.30958904109589,0.6762041992589544
duchsju01,1.0,2.0,8.767123287671232,0.22812500000000002
dukeza01,0.0,1.0,11.252054794520548,0.088872656440224
duncada01,0.0,1.0,12.413698630136986,0.08055616861619952
duncama01,1.0,1.0,12.449315068493151,0.08032570422535211
dunnad01,1.0,2.0,13.2,0.15151515151515152
dunstsh01,1.0,2.0,17.484931506849314,0.11438420557818867
durenry01,1.0,4.0,10.904109589041095,0.3668341708542714
durhale01,1.0,2.0,9.315068493150685,0.2147058823529412
durhara01,2.0,2.0,13.435616438356165,0.14885807504078302
durocle01,2.0,3.0,19.556164383561644,0.15340431493415524
duvalad01,1.0,1.0,2.271232876712329,0.44028950542822676
dyeje01,2.0,2.0,13.391780821917807,0.1493453355155483
dykesji01,1.0,2.0,21.41917808219178,0.09337426451777948
dykstle01,2.0,3.0,11.04931506849315,0.271510042152244
earlyja01,1.0,1.0,10.416438356164383,0.09600210415570753
easleda01,1.0,1.0,16.136986301369863,0.06196943972835314
easlemi01,1.0,1.0,14.087671232876712,0.07098405289770518
eckerde01,6.0,6.0,23.473972602739725,0.2556022408963586
eckstda01,2.0,2.0,9.506849315068493,0.21037463976945245
edmonji01,4.0,4.0,17.043835616438358,0.23468895675936344
edwarbr01,1.0,2.0,10.232876712328768,0.19544846050870146
edwarjo01,2.0,3.0,13.273972602739725,0.2260061919504644
elliobo01,5.0,7.0,14.04931506849315,0.49824492979719187
ellisdo01,1.0,1.0,11.287671232876713,0.08859223300970873
ellissa01,0.0,1.0,7.156164383561644,0.139739663093415
ellsbja01,1.0,1.0,9.265753424657534,0.10792430514488469
ellswdi01,0.0,1.0,13.01095890410959,0.07685828595493788
elstodo01,1.0,2.0,11.04931506849315,0.18100669476816267
encared01,2.0,3.0,11.282191780821918,0.26590577950461386
engleda01,0.0,1.0,8.293150684931506,0.12058143376280146
engliwo01,1.0,1.0,11.189041095890412,0.08937316356513222
ennisde01,3.0,3.0,13.136986301369863,0.2283628779979145
ensbemo01,1.0,1.0,7.682191780821918,0.13017118402282454
ericksc01,0.0,1.0,15.964383561643835,0.06263943710314056
erskica01,1.0,1.0,10.893150684931507,0.09180080482897383
erstada01,2.0,2.0,13.315068493150685,0.15020576131687244
escobal02,1.0,1.0,8.084931506849315,0.12368688580142324
estessh01,1.0,1.0,13.032876712328767,0.07672903090182889
estrach01,1.0,2.0,7.142465753424657,0.28001534330648253
estrajo01,1.0,1.0,7.197260273972603,0.13894175866006853
estrama01,0.0,1.0,8.117808219178082,0.12318596017549781
etchean01,0.0,2.0,15.575342465753424,0.1284080914687775
ethiean01,2.0,2.0,10.427397260273972,0.19180241723594327
ettenni01,0.0,1.0,8.67123287671233,0.11532385466034754
evansda01,2.0,2.0,20.46301369863014,0.09773731423215959
evansdw01,3.0,3.0,19.065753424657533,0.15735019399338987
evereca01,2.0,2.0,13.073972602739726,0.15297569153394802
eversho01,2.0,2.0,15.04931506849315,0.13289641361733115
facero01,4.0,6.0,16.34246575342466,0.3671416596814753
fainfe01,3.0,5.0,8.449315068493151,0.5917639429312581
fairlro01,2.0,2.0,20.052054794520547,0.09974040169422052
familje01,0.0,1.0,4.076712328767123,0.2452956989247312
farmeed01,1.0,1.0,12.323287671232876,0.08114717652289907
farretu01,4.0,5.0,13.002739726027396,0.3845343447113359
felizne01,0.0,1.0,7.090410958904109,0.1410355486862442
fellebo01,5.0,8.0,20.213698630136985,0.3957712117104907
fernajo02,2.0,2.0,3.4575342465753423,0.5784469096671949
fernasi01,2.0,2.0,13.550684931506849,0.1475940153659523
fernato01,5.0,5.0,18.10958904109589,0.2760968229954614
ferreri01,2.0,8.0,18.416438356164385,0.4343945254388575
ferrewe01,0.0,2.0,13.665753424657535,0.14635124298315957
ferrida01,0.0,2.0,4.972602739726027,0.4022038567493113
fettelo01,1.0,1.0,8.161643835616438,0.1225243370258476
fickro01,1.0,1.0,9.032876712328767,0.11070670306339096
fidryma01,1.0,2.0,4.4520547945205475,0.44923076923076927
fieldce01,3.0,3.0,13.158904109589042,0.22798251093066832
fieldpr01,6.0,6.0,11.104109589041096,0.540340488527017
figgich01,0.0,1.0,11.808219178082192,0.08468677494199536
fingero01,5.0,7.0,17.016438356164382,0.4113669296409596
finigji01,1.0,2.0,5.197260273972603,0.3848181338956247
finlech01,2.0,5.0,16.345205479452055,0.3059001005698961
finlest01,2.0,2.0,18.17808219178082,0.11002260738507913
finnelo01,1.0,1.0,15.663013698630136,0.06384467377995452
fisheed02,1.0,1.0,14.254794520547945,0.07015183547953104
fiskca01,10.0,11.0,23.775342465753425,0.46266420834293615
flanami01,0.0,1.0,17.073972602739726,0.05856867779204108
fletcda01,1.0,1.0,12.854794520547944,0.0777919863597613
fletcel01,1.0,1.0,15.054794520547945,0.06642402183803457
floodcu01,3.0,3.0,14.632876712328768,0.20501778693128628
floydcl01,1.0,1.0,15.756164383561643,0.06346722309163624
foileha01,1.0,1.0,11.038356164383561,0.09059319930503848
fordwh01,6.0,10.0,16.898630136986302,0.5917639429312581
fornimi01,1.0,1.0,10.868493150684932,0.09200907486765818
forscke01,2.0,2.0,15.717808219178082,0.12724420428795538
fossera01,1.0,2.0,12.068493150684931,0.16572077185017026
fostege01,5.0,5.0,17.0,0.29411764705882354
foulkke01,1.0,1.0,11.336986301369864,0.08820686321894634
fowlede01,0.0,1.0,8.087671232876712,0.1236449864498645
foxne01,13.0,15.0,18.14246575342466,0.8267894895801872
foxpe01,0.0,1.0,12.457534246575342,0.08027270727952496
foxxji01,7.0,9.0,20.410958904109588,0.44093959731543625
francjo01,2.0,4.0,21.2,0.18867924528301888
francju01,2.0,3.0,25.41917808219178,0.11802112524250916
francti01,0.0,1.0,14.46027397260274,0.06915498294808639
frankfr02,1.0,1.0,12.057534246575342,0.08293569643262895
frankry01,1.0,1.0,12.128767123287671,0.08244861079737971
frazito01,2.0,2.0,5.367123287671233,0.37263910158244
freehbi01,8.0,11.0,15.03013698630137,0.7318629238060518
freemfr01,1.0,2.0,6.090410958904109,0.3283850652271705
freesda01,1.0,1.0,7.487671232876712,0.13355287230150018
fregoji01,6.0,6.0,16.720547945205478,0.35883991479600197
frencla01,1.0,1.0,13.449315068493151,0.07435322876349562
freylo01,3.0,3.0,15.093150684931507,0.19876565619894718
frienbo01,3.0,4.0,15.419178082191781,0.2594171997157072
friscfr01,2.0,3.0,18.147945205479452,0.16530797101449277
frymatr01,5.0,5.0,12.238356164383562,0.4085516006268189
frymawo01,0.0,2.0,17.295890410958904,0.11563440519562806
fuentbr01,1.0,4.0,11.191780821917808,0.3574051407588739
fukudko01,1.0,1.0,4.178082191780822,0.23934426229508196
furcara01,3.0,3.0,14.221917808219178,0.21094201502600654
furilca01,0.0,2.0,14.068493150684931,0.14216163583252192
gaettga01,2.0,2.0,18.572602739726026,0.10768549933618529
gagneer01,3.0,3.0,9.057534246575342,0.3312159709618875
galanau01,3.0,3.0,15.394520547945206,0.194874532835024
galaran01,5.0,5.0,19.126027397260273,0.2614238647758201
gallayo01,0.0,1.0,9.293150684931506,0.1076061320754717
gantro01,2.0,2.0,15.726027397260275,0.12717770034843204
garcica01,1.0,1.0,8.572602739726028,0.11665068712048578
garcida01,2.0,2.0,11.227397260273973,0.17813567593948268
garcifr02,2.0,2.0,14.476712328767123,0.1381529144587434
garcimi01,1.0,3.0,12.923287671232877,0.2321390714437142
garcino01,5.0,6.0,13.101369863013698,0.45796737766624845
gardnbr01,1.0,1.0,8.263013698630138,0.12102122015915118
garlajo01,1.0,1.0,12.92876712328767,0.07734689552871371
garneph01,3.0,3.0,15.07123287671233,0.1990547173241229
garresc01,0.0,1.0,8.693150684931506,0.11503309171131422
garrra01,1.0,1.0,11.758904109589041,0.08504193849021435
garvene01,1.0,1.0,13.10958904109589,0.07628004179728318
garvest01,10.0,10.0,17.734246575342464,0.5638807353622741
gastoci01,1.0,1.0,11.054794520547945,0.09045848822800495
gedmari01,2.0,2.0,12.082191780821917,0.1655328798185941
gehrich01,6.0,6.0,18.024657534246575,0.3328773369813042
gehrilo01,6.0,7.0,15.884931506849314,0.44066919627457746
gentiji01,4.0,6.0,9.06027397260274,0.6622316298760206
giambja01,5.0,5.0,19.4027397260274,0.2576955662242304
gibsobo01,6.0,9.0,16.397260273972602,0.5488721804511278
gilesbr02,2.0,2.0,13.764383561643836,0.14530254777070065
gilesma01,0.0,1.0,6.4520547945205475,0.15498938428874737
gilliji01,1.0,2.0,13.471232876712328,0.14846451088061827
girarjo01,0.0,1.0,14.493150684931507,0.06899810964083175
giustda01,1.0,1.0,15.468493150684932,0.06464753808005667
glaustr01,4.0,4.0,12.178082191780822,0.32845894263217096
glavito02,6.0,10.0,21.008219178082193,0.47600417318727173
goldspa01,4.0,4.0,5.175342465753425,0.7728957120169402
gomezca01,2.0,2.0,9.397260273972602,0.21282798833819244
gomezle01,5.0,7.0,13.093150684931507,0.5346306758736137
gonzaad01,5.0,5.0,12.465753424657533,0.4010989010989011
gonzaal02,1.0,1.0,15.654794520547945,0.06387819390969549
gonzaca01,3.0,3.0,8.347945205479451,0.3593698720052511
gonzagi01,2.0,2.0,8.150684931506849,0.24537815126050422
gonzaju03,3.0,3.0,15.756164383561643,0.19040166927490873
gonzalu01,5.0,5.0,18.07945205479452,0.27655705409910597
goodedw01,3.0,4.0,16.49041095890411,0.24256521016780194
goodmbi01,2.0,2.0,15.46027397260274,0.12936381357433988
goodmiv01,2.0,2.0,9.361643835616439,0.21363769388352355
gordoal01,1.0,3.0,9.509589041095891,0.3154710458081244
gordode01,1.0,2.0,5.328767123287672,0.37532133676092544
gordojo01,8.0,9.0,12.46027397260274,0.7222955145118733
gordosi01,1.0,2.0,14.032876712328767,0.14252245216712223
gordoto01,3.0,3.0,20.663013698630138,0.14518695306284804
gosligo01,1.0,1.0,17.035616438356165,0.05870054679961402
gossari01,6.0,9.0,22.326027397260273,0.403116946864646
grababi01,1.0,1.0,6.010958904109589,0.16636280765724704
gracema01,3.0,3.0,15.416438356164383,0.19459747645281678
grandcu01,3.0,3.0,12.06027397260274,0.24875056792367106
grandya01,1.0,1.0,4.336986301369863,0.23057485786481366
grantmu01,1.0,2.0,13.46027397260274,0.14858538571137797
graveda01,1.0,2.0,9.827397260273973,0.20351268469473097
grayso01,,1.0,3.221917808219178,0.31037414965986393
grayte01,1.0,1.0,9.323287671232876,0.10725830149867764
greenha01,2.0,5.0,17.02191780821918,0.2937389344921938
greenmi01,2.0,2.0,11.07123287671233,0.18064835436773075
greensh01,2.0,2.0,14.01095890410959,0.14274540477121628
greenty01,1.0,1.0,5.471232876712329,0.1827741612418628
greggha01,0.0,1.0,9.005479452054795,0.11104350471554608
greinza01,3.0,3.0,12.342465753424657,0.24306326304106549
grichbo01,6.0,6.0,16.27123287671233,0.36874894763428184
grievbe01,1.0,1.0,8.084931506849315,0.12368688580142324
griffal01,1.0,1.0,17.09041095890411,0.05851234369990382
griffke01,2.0,3.0,17.775342465753425,0.1687731196054254
griffke02,9.0,13.0,21.172602739726027,0.6140010351966874
grillja01,1.0,1.0,16.4027397260274,0.06096542508768999
grimbo01,1.0,1.0,8.104109589041096,0.12339418526031101
grimeos01,0.0,1.0,7.997260273972603,0.12504282288454951
grimsro02,0.0,1.0,11.367123287671232,0.08797300554350447
grissle01,1.0,1.0,7.065753424657534,0.14152772392400156
grissma01,1.0,1.0,12.758904109589041,0.0783766373201632
grissma02,2.0,2.0,15.95068493150685,0.12538646513225696
groatdi01,8.0,8.0,15.295890410958904,0.523016299480566
gromest01,0.0,1.0,15.945205479452055,0.0627147766323024
grosske01,1.0,1.0,14.093150684931507,0.07095645412130638
grosswa01,0.0,1.0,10.117808219178082,0.09883563498510696
groteje01,2.0,2.0,18.046575342465754,0.11082435099438287
grovele01,3.0,6.0,16.46849315068493,0.36433205789386125
groveor01,0.0,1.0,8.92054794520548,0.1121007371007371
grubbjo01,1.0,1.0,15.057534246575342,0.06641193595342067
grubeke01,1.0,2.0,9.197260273972603,0.2174560619600834
grudzma01,1.0,1.0,15.117808219178082,0.06614715476621964
guarded01,2.0,2.0,16.30958904109589,0.12262724676633631
gubicma01,2.0,2.0,13.021917808219179,0.15358720807910792
guerrpe01,4.0,5.0,14.043835616438356,0.35602809207959424
guerrvl01,9.0,9.0,15.032876712328767,0.5986878075451066
guidrro01,2.0,4.0,13.180821917808219,0.3034712118062773
guillca01,2.0,3.0,13.04109589041096,0.23004201680672268
guilloz01,2.0,3.0,15.490410958904109,0.1936681995047754
gumpera01,0.0,1.0,16.29041095890411,0.0613858055835856
gurala01,0.0,1.0,15.252054794520548,0.06556493623136339
gustifr01,3.0,3.0,10.682191780821919,0.28084124134393434
guzmacr01,2.0,2.0,11.432876712328767,0.17493410016774502
guzmaju01,1.0,1.0,8.841095890410958,0.11310814998450573
gwynnto01,13.0,15.0,19.232876712328768,0.7799145299145299
haasbe01,1.0,1.0,13.96986301369863,0.07158266326730732
hackst01,4.0,5.0,15.46027397260274,0.3234095339358497
haddiha01,1.0,3.0,13.03013698630137,0.23023549201009252
hafeych01,1.0,1.0,13.098630136986301,0.07634386111692115
hallabi01,1.0,1.0,13.421917808219177,0.07450500102061645
hallaro01,6.0,8.0,15.01917808219178,0.5326523166727472
halleto01,2.0,3.0,11.490410958904109,0.2610872675250358
hallji02,2.0,2.0,7.435616438356164,0.26897568165070007
hamelco01,3.0,4.0,10.389041095890411,0.3850210970464135
hamiljo03,5.0,5.0,8.512328767123288,0.587383327969102
hammaat01,1.0,1.0,13.997260273972604,0.07144255235858289
hammoje01,1.0,1.0,11.915068493150685,0.08392733961830307
hamnegr01,3.0,3.0,17.89041095890411,0.16768759571209801
hamptmi01,2.0,2.0,17.473972602739725,0.11445594230166198
hanrajo01,2.0,2.0,5.778082191780822,0.346135609293504
hansero02,2.0,2.0,14.191780821917808,0.14092664092664092
hansoer01,0.0,1.0,9.761643835616438,0.10244176255964076
hardeme01,4.0,4.0,19.383561643835616,0.20636042402826854
hardyjj01,2.0,2.0,11.504109589041096,0.17385091688497262
harenda01,3.0,3.0,12.271232876712329,0.24447421299397187
hargast01,0.0,1.0,12.126027397260273,0.08246723904202441
hargrmi01,1.0,1.0,11.506849315068493,0.0869047619047619
harnipe01,1.0,1.0,12.654794520547945,0.07902143321065165
harpebr03,4.0,4.0,4.432876712328767,0.9023485784919655
harpeto01,1.0,1.0,14.484931506849316,0.0690372612067335
harrato01,1.0,4.0,17.09041095890411,0.23404937479961527
harrebu01,2.0,2.0,15.101369863013698,0.13243831640058057
harreke01,1.0,1.0,8.035616438356165,0.12444595976815546
harrijo05,1.0,1.0,5.284931506849315,0.18921721099015035
harrima01,1.0,1.0,7.054794520547945,0.141747572815534
harrimi01,0.0,1.0,12.372602739726027,0.08082373782108061
harriwi02,1.0,1.0,4.1287671232876715,0.2422030524220305
hartco01,2.0,2.0,11.07945205479452,0.1805143422354105
hartji01,1.0,1.0,10.895890410958904,0.09177772190093035
hartnga01,5.0,6.0,19.465753424657535,0.30823363828289935
harvebr01,1.0,2.0,7.956164383561644,0.2513774104683196
harveke01,1.0,1.0,3.665753424657534,0.2727952167414051
harvema01,1.0,1.0,3.9424657534246577,0.25364836692147325
hasegsh01,1.0,1.0,8.487671232876712,0.11781794706262104
hattogr01,0.0,1.0,14.471232876712328,0.06910261264672472
hawpebr01,1.0,1.0,9.23013698630137,0.10834075393291778
hayesfr01,4.0,6.0,13.66027397260274,0.43922984356197353
hayesvo01,1.0,1.0,11.356164383561644,0.08805790108564535
haynejo01,0.0,1.0,13.361643835616439,0.07484109083452942
hearnji01,0.0,1.0,12.084931506849315,0.08274767626388574
heathje01,2.0,2.0,12.994520547945205,0.15391102677630192
heatone01,0.0,1.0,10.819178082191781,0.0924284629020005
heganji01,2.0,5.0,18.83013698630137,0.2655317910664921
heganmi01,0.0,1.0,12.824657534246576,0.07797479171117282
helmsto01,2.0,2.0,13.03013698630137,0.15349032800672835
heltoto01,5.0,5.0,16.16986301369863,0.3092172145035581
hemslro01,3.0,5.0,19.005479452054793,0.26308202392965263
hendeda01,1.0,1.0,13.312328767123288,0.07511833710640049
henderi01,10.0,10.0,24.254794520547946,0.41228961933807745
hendrge01,3.0,4.0,17.34246575342466,0.2306477093206951
henketo01,2.0,2.0,13.063013698630137,0.1531040268456376
hennemi01,0.0,1.0,9.389041095890411,0.10650714911000876
henrito01,4.0,5.0,13.4,0.3731343283582089
henrybi01,1.0,2.0,17.175342465753424,0.11644600414739194
hentgpa01,2.0,3.0,12.89041095890411,0.23273113708820406
herbera01,1.0,1.0,16.068493150684933,0.06223358908780903
hermabi01,10.0,10.0,15.934246575342465,0.6275790921595599
hernafe02,4.0,6.0,11.169863013698631,0.5371596762325239
hernajo01,1.0,1.0,15.156164383561643,0.06597975415762834
hernake01,5.0,5.0,15.90958904109589,0.31427587394523854
hernali01,1.0,2.0,16.024657534246575,0.12480765942896221
hernara02,1.0,1.0,13.964383561643835,0.07161075142240533
hernaro01,2.0,2.0,16.073972602739726,0.12442474859382989
hernawi01,2.0,3.0,12.367123287671232,0.2425786442179885
herreke01,1.0,2.0,5.027397260273973,0.3978201634877384
herreod01,1.0,1.0,1.4931506849315068,0.6697247706422018
herrmed01,0.0,1.0,11.046575342465754,0.09052579365079365
herrto01,1.0,1.0,12.150684931506849,0.08229988726042842
hershor01,2.0,3.0,16.83013698630137,0.17825166856584732
heywaja01,0.0,1.0,6.498630136986302,0.1538785834738617
hickmji02,1.0,1.0,12.257534246575343,0.0815824765310684
higbeki01,1.0,2.0,12.767123287671232,0.15665236051502146
higgipi01,2.0,3.0,16.273972602739725,0.18434343434343436
higuete01,1.0,1.0,9.301369863013699,0.10751104565537555
hildeor01,0.0,1.0,8.893150684931507,0.1124460874922982
hillaa01,1.0,1.0,11.375342465753425,0.08790944123314065
hillejo01,0.0,1.0,14.73150684931507,0.0678817184303515
hillesh02,2.0,2.0,6.471232876712329,0.3090601185436071
